secondary_study_accession	Sample IDs	run_accession	Date Isolated	scientific_name	experiment_title	study_title	Host Species	Host Variety	Tissue	Age	Stress-disease	Manuscript	High level variety	High level tissue	High level age	High level stress-disease	location	country	Infection Percentage	Fungicide Treatment	left	right	Collector
Adams et al., in press	16.0307	16_0307	2016/05/16	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	Gallant	Infected Leaf	Unknown	Yellow Rust	Unpublished	Gallant	Infected Leaf	Unknown	Yellow Rust	Rougham (Suffolk)	UK	Unknown	Unknown	raw_reads/16_0307/R1.fq.gz	raw_reads/16_0307/R2.fq.gz	Kathryn Hearn
Adams et al., in press	16.0337	16_0337	2016/05/20	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	Myriad	Infected Leaf	Unknown	Yellow Rust	Unpublished	Myriad	Infected Leaf	Unknown	Yellow Rust	Thornton	UK	Unknown	Unknown	raw_reads/16_0337/R1.fq.gz	raw_reads/16_0337/R2.fq.gz	Iain Lindsay
Adams et al., in press	16.0338	16_0338	2016/05/20	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	Evolution	Infected Leaf	Unknown	Yellow Rust	Unpublished	Evolution	Infected Leaf	Unknown	Yellow Rust	Thornton	UK	Unknown	Unknown	raw_reads/16_0338/R1.fq.gz	raw_reads/16_0338/R2.fq.gz	Iain Lindsay
Adams et al., in press	16.0341	16_0341	2016/05/16	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	KWS Kielder	Infected Leaf	Unknown	Yellow Rust	Unpublished	KWS Kielder	Infected Leaf	Unknown	Yellow Rust	Rougham (Suffolk)	UK	Unknown	Unknown	raw_reads/16_0341/R1.fq.gz	raw_reads/16_0341/R2.fq.gz	Kathryn Hearn
Adams et al., in press	16.0343	16_0343	2016/05/20	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	Mosaic	Infected Leaf	Unknown	Yellow Rust	Unpublished	Mosaic	Infected Leaf	Unknown	Yellow Rust	Thornton	UK	Unknown	Unknown	raw_reads/16_0343/R1.fq.gz	raw_reads/16_0343/R2.fq.gz	Iain Lindsay
Adams et al., in press	16.0363	16_0363	2016/05/24	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	Britannia	Infected Leaf	Unknown	Yellow Rust	Unpublished	Britannia	Infected Leaf	Unknown	Yellow Rust	Watlington (Oxfordshire)	UK	Unknown	Unknown	raw_reads/16_0363/R1.fq.gz	raw_reads/16_0363/R2.fq.gz	Iain Lindsay
Adams et al., in press	16.0364	16_0364	2016/05/25	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	JB Diego	Infected Leaf	Unknown	Yellow Rust	Unpublished	JB Diego	Infected Leaf	Unknown	Yellow Rust	Newark	UK	Unknown	Unknown	raw_reads/16_0364/R1.fq.gz	raw_reads/16_0364/R2.fq.gz	Kathryn Hearn
Adams et al., in press	16.0366	16_0366	2016/05/25	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	Reflection	Infected Leaf	Unknown	Yellow Rust	Unpublished	Reflection	Infected Leaf	Unknown	Yellow Rust	Newark	UK	Unknown	Unknown	raw_reads/16_0366/R1.fq.gz	raw_reads/16_0366/R2.fq.gz	Kathryn Hearn
Adams et al., in press	16.0372	16_0372	2016/05/23	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	JB Diego	Infected Leaf	Unknown	Yellow Rust	Unpublished	JB Diego	Infected Leaf	Unknown	Yellow Rust	Stockbridge	UK	Unknown	Unknown	raw_reads/16_0372/R1.fq.gz	raw_reads/16_0372/R2.fq.gz	Richard Wood
Adams et al., in press	16.0374	16_0374	2016/05/26	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	Britannia	Infected Leaf	Unknown	Yellow Rust	Unpublished	Britannia	Infected Leaf	Unknown	Yellow Rust	Rougham (Suffolk)	UK	Unknown	Unknown	raw_reads/16_0374/R1.fq.gz	raw_reads/16_0374/R2.fq.gz	Kathryn Hearn
Adams et al., in press	16.0375	16_0375	2016/05/25	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	Leeds	Infected Leaf	Unknown	Yellow Rust	Unpublished	Leeds	Infected Leaf	Unknown	Yellow Rust	Thornton	UK	Unknown	Unknown	raw_reads/16_0375/R1.fq.gz	raw_reads/16_0375/R2.fq.gz	Iain Lindsay
Adams et al., in press	16.0377	16_0377	2016/05/25	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	Zulu	Infected Leaf	Unknown	Yellow Rust	Unpublished	Zulu	Infected Leaf	Unknown	Yellow Rust	Thornton	UK	Unknown	Unknown	raw_reads/16_0377/R1.fq.gz	raw_reads/16_0377/R2.fq.gz	Iain Lindsay
Boshoff et al., 2020	18.0166	18_0166	2018/05/24	Puccinia Striiformis f. sp. Tritici	Boshoff et al., 2020	Boshoff et al., 2020	Triticum aestivum	SST-806	Infected Leaf	2 Leaf	Yellow Rust	https://doi.org/10.1094/PDIS-07-19-1395-PDN	SST-806	Infected Leaf	2 Leaf	Yellow Rust	Hopetown	South Africa	Severe	Unknown	raw_reads/18_0166/R1.fq.gz	raw_reads/18_0166/R2.fq.gz	Willem Boshoff
Boshoff et al., 2020	18.0167	18_0167	2018/05/25	Puccinia Striiformis f. sp. Tritici	Boshoff et al., 2020	Boshoff et al., 2020	Triticum aestivum	JIC871	Infected Leaf	2 Leaf	Yellow Rust	https://doi.org/10.1094/PDIS-07-19-1395-PDN	JIC871	Infected Leaf	2 Leaf	Yellow Rust	Bloemfontein	South Africa	Unknown	Unknown	raw_reads/18_0167/R1.fq.gz	raw_reads/18_0167/R2.fq.gz	Willem Boshoff
Boshoff et al., 2020	18.0169	18_0169	2018/11/04	Puccinia Striiformis f. sp. Tritici	Boshoff et al., 2020	Boshoff et al., 2020	Triticum aestivum	Unknown	Infected Leaf	1 Leaf	Yellow Rust	https://doi.org/10.1094/PDIS-07-19-1395-PDN	Unknown	Infected Leaf	1 Leaf	Yellow Rust	Lesotho	Lesotho	Unknown	Unknown	raw_reads/18_0169/R1.fq.gz	raw_reads/18_0169/R2.fq.gz	Willem Boshoff
Boshoff et al., 2020	18.0171	18_0171	2018/11/04	Puccinia Striiformis f. sp. Tritici	Boshoff et al., 2020	Boshoff et al., 2020	Triticum aestivum	Palmiet	Infected Leaf	1 Leaf	Yellow Rust	https://doi.org/10.1094/PDIS-07-19-1395-PDN	Palmiet	Infected Leaf	1 Leaf	Yellow Rust	Western Cape	South Africa	Unknown	Unknown	raw_reads/18_0171/R1.fq.gz	raw_reads/18_0171/R2.fq.gz	Willem Boshoff
Boshoff et al., 2020	18.0172	18_0172	2018/11/04	Puccinia Striiformis f. sp. Tritici	Boshoff et al., 2020	Boshoff et al., 2020	Secale cereale	Wild Rye	Infected Leaf	1 Leaf	Yellow Rust	https://doi.org/10.1094/PDIS-07-19-1395-PDN	Wild Rye	Infected Leaf	1 Leaf	Yellow Rust	Sutherland	South Africa	Unknown	Unknown	raw_reads/18_0171/R1.fq.gz	raw_reads/18_0171/R2.fq.gz	Willem Boshoff
Boshoff et al., 2020	18.0173	18_0173	2018/11/04	Puccinia Striiformis f. sp. Tritici	Boshoff et al., 2020	Boshoff et al., 2020	Triticum aestivum	Unknown	Infected Leaf	1 Leaf	Yellow Rust	https://doi.org/10.1094/PDIS-07-19-1395-PDN	Unknown	Infected Leaf	1 Leaf	Yellow Rust	Free State	South Africa	Unknown	Unknown	raw_reads/18_0173/R1.fq.gz	raw_reads/18_0173/R2.fq.gz	Willem Boshoff
Boshoff et al., 2020	18.0175	18_0175	2018/11/04	Puccinia Striiformis f. sp. Tritici	Boshoff et al., 2020	Boshoff et al., 2020	Triticum aestivum	Hugenoot	Infected Leaf	1 Leaf	Yellow Rust	https://doi.org/10.1094/PDIS-07-19-1395-PDN	Hugenoot	Infected Leaf	1 Leaf	Yellow Rust	Free State	South Africa	Unknown	Unknown	raw_reads/18_0175/R1.fq.gz	raw_reads/18_0175/R2.fq.gz	Willem Boshoff
Boshoff et al., 2020	18.0177	18_0177	2018/11/04	Puccinia Striiformis f. sp. Tritici	Boshoff et al., 2020	Boshoff et al., 2020	Triticum aestivum	Unknown	Infected Leaf	1 Leaf	Yellow Rust	https://doi.org/10.1094/PDIS-07-19-1395-PDN	Unknown	Infected Leaf	1 Leaf	Yellow Rust	Northern Cape	South Africa	Unknown	Unknown	raw_reads/18_0177/R1.fq.gz	raw_reads/18_0177/R2.fq.gz	Willem Boshoff
Boshoff et al., 2020	18.0178	18_0178	2018/11/04	Puccinia Striiformis f. sp. Tritici	Boshoff et al., 2020	Boshoff et al., 2020	Triticum aestivum	Nduna	Infected Leaf	1 Leaf	Yellow Rust	https://doi.org/10.1094/PDIS-07-19-1395-PDN	Nduna	Infected Leaf	1 Leaf	Yellow Rust	Zimbabwae	Zimbabwae	Unknown	Unknown	raw_reads/18_0178/R1.fq.gz	raw_reads/18_0178/R2.fq.gz	Willem Boshoff
Boshoff et al., 2020	18.0183	18_0183	2018/11/04	Puccinia Striiformis f. sp. Tritici	Boshoff et al., 2020	Boshoff et al., 2020	Triticum aestivum	Nduna	Infected Leaf	1 Leaf	Yellow Rust	https://doi.org/10.1094/PDIS-07-19-1395-PDN	Nduna	Infected Leaf	1 Leaf	Yellow Rust	Zimbabwae	Zimbabwae	Unknown	Unknown	raw_reads/18_0183/R1.fq.gz	raw_reads/18_0183/R2.fq.gz	Willem Boshoff
Boshoff et al., 2020	18.0184	18_0184	2018/11/04	Puccinia Striiformis f. sp. Tritici	Boshoff et al., 2020	Boshoff et al., 2020	Triticum aestivum	Nduna	Infected Leaf	1 Leaf	Yellow Rust	https://doi.org/10.1094/PDIS-07-19-1395-PDN	Nduna	Infected Leaf	1 Leaf	Yellow Rust	Zimbabwae	Zimbabwae	Unknown	Unknown	raw_reads/18_0184/R1.fq.gz	raw_reads/18_0184/R2.fq.gz	Willem Boshoff
Bueno-Sancho et al., 2017	14.0001	14_0001	2014/05/21	Puccinia Striiformis f. sp. Tritici	Bueno-Sancho et al., 2017	Bueno-Sancho et al., 2017	Unknown	Unknown	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1093/gbe/evx241	Unknown	Infected Leaf	Unknown	Yellow Rust	Osijek	Croatia	Unknown	Unknown	raw_reads/14_0001/R1.fq.gz	raw_reads/14_0001/R2.fq.gz	Novosevovie
Bueno-Sancho et al., 2017	14.0002	14_0002	2014/06/12	Puccinia Striiformis f. sp. Tritici	Bueno-Sancho et al., 2017	Bueno-Sancho et al., 2017	Triticum aestivum	Tilman	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1093/gbe/evx241	Tilman	Infected Leaf	Unknown	Yellow Rust	Rokytnice	Czechia	Unknown	Unknown	raw_reads/14_0002/R1.fq.gz	raw_reads/14_0002/R2.fq.gz	Vaclav Sklenar
Bueno-Sancho et al., 2017	14.0004	14_0004	2014/06/16	Puccinia Striiformis f. sp. Tritici	Bueno-Sancho et al., 2017	Bueno-Sancho et al., 2017	Triticum aestivum	Glasgow	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1093/gbe/evx241	Glasgow	Infected Leaf	Unknown	Yellow Rust	Marchélepot	France	Unknown	Unknown	raw_reads/14_0004/R1.fq.gz	raw_reads/14_0004/R2.fq.gz	J-C Talbourdet
Bueno-Sancho et al., 2017	14.0005	14_0005	2014/06/16	Puccinia Striiformis f. sp. Tritici	Bueno-Sancho et al., 2017	Bueno-Sancho et al., 2017	Triticum aestivum	Trapez	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1093/gbe/evx241	Trapez	Infected Leaf	Unknown	Yellow Rust	Marchélepot	France	Unknown	Unknown	raw_reads/14_0005/R1.fq.gz	raw_reads/14_0005/R2.fq.gz	J-C Talbourdet
Bueno-Sancho et al., 2017	14.0006	14_0006	2014/06/16	Puccinia Striiformis f. sp. Tritici	Bueno-Sancho et al., 2017	Bueno-Sancho et al., 2017	Triticum aestivum	Bergamo	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1093/gbe/evx241	Bergamo	Infected Leaf	Unknown	Yellow Rust	Marchélepot	France	Unknown	Unknown	raw_reads/14_0006/R1.fq.gz	raw_reads/14_0006/R2.fq.gz	J-C Talbourdet
Bueno-Sancho et al., 2017	14.0007	14_0007	2014/06/10	Puccinia Striiformis f. sp. Tritici	Bueno-Sancho et al., 2017	Bueno-Sancho et al., 2017	Triticum aestivum	Trapez	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1093/gbe/evx241	Trapez	Infected Leaf	Unknown	Yellow Rust	Vauroisy	France	Unknown	Unknown	raw_reads/14_0007/R1.fq.gz	raw_reads/14_0007/R2.fq.gz	Briard
Bueno-Sancho et al., 2017	14.0008	14_0008	2014/05/19	Puccinia Striiformis f. sp. Tritici	Bueno-Sancho et al., 2017	Bueno-Sancho et al., 2017	Triticum aestivum	Sax	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1093/gbe/evx241	Sax	Infected Leaf	Unknown	Yellow Rust	Groß Enzersdorf	Austria	Unknown	Unknown	raw_reads/14_0008/R1.fq.gz	raw_reads/14_0008/R2.fq.gz	Susanne Kirchmaier
Bueno-Sancho et al., 2017	14.0009	14_0009	2014/05/22	Puccinia Striiformis f. sp. Tritici	Bueno-Sancho et al., 2017	Bueno-Sancho et al., 2017	Triticum aestivum	Sax	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1093/gbe/evx241	Sax	Infected Leaf	Unknown	Yellow Rust	Gießhübl	Austria	Unknown	Unknown	raw_reads/14_0009/R1.fq.gz	raw_reads/14_0009/R2.fq.gz	Susanne Kirchmaier
Bueno-Sancho et al., 2017	14.0010	14_0010	2014/05/22	Puccinia Striiformis f. sp. Tritici	Bueno-Sancho et al., 2017	Bueno-Sancho et al., 2017	Unknown	Unknown	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1093/gbe/evx241	Unknown	Infected Leaf	Unknown	Yellow Rust	Choryn	Poland	Unknown	Unknown	raw_reads/14_0010/R1.fq.gz	raw_reads/14_0010/R2.fq.gz	Zofia Banaszak
Bueno-Sancho et al., 2017	14.0011	14_0011	2014/05/13	Puccinia Striiformis f. sp. Tritici	Bueno-Sancho et al., 2017	Bueno-Sancho et al., 2017	Unknown	Unknown	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1093/gbe/evx241	Unknown	Infected Leaf	Unknown	Yellow Rust	Unknown	Croatia	Unknown	Unknown	raw_reads/14_0011/R1.fq.gz	raw_reads/14_0011/R2.fq.gz	Alison Bentley
Bueno-Sancho et al., 2017	14.0014	14_0014	2014/06/04	Puccinia Striiformis f. sp. Tritici	Bueno-Sancho et al., 2017	Bueno-Sancho et al., 2017	Triticum aestivum	Altigo	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1093/gbe/evx241	Altigo	Infected Leaf	Unknown	Yellow Rust	Gourhel	France	Unknown	Unknown	raw_reads/14_0014/R1.fq.gz	raw_reads/14_0014/R2.fq.gz	Grellier
Bueno-Sancho et al., 2017	14.0015	14_0015	2014/06/04	Puccinia Striiformis f. sp. Tritici	Bueno-Sancho et al., 2017	Bueno-Sancho et al., 2017	Triticum aestivum	Expert	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1093/gbe/evx241	Expert	Infected Leaf	Unknown	Yellow Rust	Guégon	France	Unknown	Unknown	raw_reads/14_0015/R1.fq.gz	raw_reads/14_0015/R2.fq.gz	Grellier
Bueno-Sancho et al., 2017	14.0016	14_0016	2014/06/04	Puccinia Striiformis f. sp. Tritici	Bueno-Sancho et al., 2017	Bueno-Sancho et al., 2017	Triticum aestivum	Alixan	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1093/gbe/evx241	Alixan	Infected Leaf	Unknown	Yellow Rust	Loyat	France	Unknown	Unknown	raw_reads/14_0016/R1.fq.gz	raw_reads/14_0016/R2.fq.gz	Grellier
Bueno-Sancho et al., 2017	14.0017	14_0017	2014/02/21	Puccinia Striiformis f. sp. Tritici	Bueno-Sancho et al., 2017	Bueno-Sancho et al., 2017	Triticum aestivum	Victo	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1093/gbe/evx241	Victo	Infected Leaf	Unknown	Yellow Rust	Sutton Scotney	UK	Unknown	Unknown	raw_reads/14_0017/R1.fq.gz	raw_reads/14_0017/R2.fq.gz	Amelia Hubbard
Bueno-Sancho et al., 2017	14.0018	14_0018	2014/02/21	Puccinia Striiformis f. sp. Tritici	Bueno-Sancho et al., 2017	Bueno-Sancho et al., 2017	Triticum aestivum	Oakley	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1093/gbe/evx241	Oakley	Infected Leaf	Unknown	Yellow Rust	Sutton Scotney	UK	Unknown	Unknown	raw_reads/14_0018/R1.fq.gz	raw_reads/14_0018/R2.fq.gz	Amelia Hubbard
Bueno-Sancho et al., 2017	14.0019	14_0019	2014/03/07	Puccinia Striiformis f. sp. Tritici	Bueno-Sancho et al., 2017	Bueno-Sancho et al., 2017	Triticum aestivum	Panorama	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1093/gbe/evx241	Panorama	Infected Leaf	Unknown	Yellow Rust	UK	UK	Unknown	Unknown	raw_reads/14_0019/R1.fq.gz	raw_reads/14_0019/R2.fq.gz	Amelia Hubbard
Bueno-Sancho et al., 2017	14.0020	14_0020	2014/03/07	Puccinia Striiformis f. sp. Tritici	Bueno-Sancho et al., 2017	Bueno-Sancho et al., 2017	Triticum aestivum	KWS Target	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1093/gbe/evx241	KWS Target	Infected Leaf	Unknown	Yellow Rust	UK	UK	Unknown	Unknown	raw_reads/14_0020/R1.fq.gz	raw_reads/14_0020/R2.fq.gz	Amelia Hubbard
Bueno-Sancho et al., 2017	14.0021	14_0021	2014/03/18	Puccinia Striiformis f. sp. Tritici	Bueno-Sancho et al., 2017	Bueno-Sancho et al., 2017	Triticum aestivum	Unknown	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1093/gbe/evx241	Unknown	Infected Leaf	Unknown	Yellow Rust	UK	UK	Unknown	Unknown	raw_reads/14_0021/R1.fq.gz	raw_reads/14_0021/R2.fq.gz	Amelia Hubbard
Bueno-Sancho et al., 2017	14.0023	14_0023	2014	Puccinia Striiformis f. sp. Tritici	Bueno-Sancho et al., 2017	Bueno-Sancho et al., 2017	Triticum aestivum	Cocoon	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1093/gbe/evx241	Cocoon	Infected Leaf	Unknown	Yellow Rust	UK	UK	Unknown	Unknown	raw_reads/14_0023/R1.fq.gz	raw_reads/14_0023/R2.fq.gz	Amelia Hubbard
Bueno-Sancho et al., 2017	14.0024	14_0024	2014/06/05	Puccinia Striiformis f. sp. Tritici	Bueno-Sancho et al., 2017	Bueno-Sancho et al., 2017	Triticum aestivum	Kobra	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1093/gbe/evx241	Kobra	Infected Leaf	Unknown	Yellow Rust	Gurcz	Poland	Unknown	Unknown	raw_reads/14_0024/R1.fq.gz	raw_reads/14_0024/R2.fq.gz	Marcin Lanski
Bueno-Sancho et al., 2017	14.0025	14_0025	2014/06/05	Puccinia Striiformis f. sp. Tritici	Bueno-Sancho et al., 2017	Bueno-Sancho et al., 2017	Triticum aestivum	Arkadia	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1093/gbe/evx241	Arkadia	Infected Leaf	Unknown	Yellow Rust	Gurcz	Poland	Unknown	Unknown	raw_reads/14_0025/R1.fq.gz	raw_reads/14_0025/R2.fq.gz	Marcin Lanski
Bueno-Sancho et al., 2017	14.0026	14_0026	2014/06/06	Puccinia Striiformis f. sp. Tritici	Bueno-Sancho et al., 2017	Bueno-Sancho et al., 2017	Triticum aestivum	Legenda	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1093/gbe/evx241	Legenda	Infected Leaf	Unknown	Yellow Rust	Jarosławiec	Poland	Unknown	Unknown	raw_reads/14_0026/R1.fq.gz	raw_reads/14_0026/R2.fq.gz	Szymon Łączny
Bueno-Sancho et al., 2017	14.0027	14_0027	2014/06/06	Puccinia Striiformis f. sp. Tritici	Bueno-Sancho et al., 2017	Bueno-Sancho et al., 2017	Triticum aestivum	Princeps	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1093/gbe/evx241	Princeps	Infected Leaf	Unknown	Yellow Rust	Jarosławiec	Poland	Unknown	Unknown	raw_reads/14_0027/R1.fq.gz	raw_reads/14_0027/R2.fq.gz	Szymon Łączny
Bueno-Sancho et al., 2017	14.0029	14_0029	2014/05/16	Puccinia Striiformis f. sp. Tritici	Bueno-Sancho et al., 2017	Bueno-Sancho et al., 2017	Triticum aestivum	Unknown	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1093/gbe/evx241	Unknown	Infected Leaf	Unknown	Yellow Rust	Kulumsa	Ethiopia	Unknown	Unknown	raw_reads/14_0029/R1.fq.gz	raw_reads/14_0029/R2.fq.gz	David Hodson
Bueno-Sancho et al., 2017	14.0030	14_0030	2014/05/16	Puccinia Striiformis f. sp. Tritici	Bueno-Sancho et al., 2017	Bueno-Sancho et al., 2017	Triticum aestivum	Unknown	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1093/gbe/evx241	Unknown	Infected Leaf	Unknown	Yellow Rust	Kulumsa	Ethiopia	Unknown	Unknown	raw_reads/14_0030/R1.fq.gz	raw_reads/14_0030/R2.fq.gz	David Hodson
Bueno-Sancho et al., 2017	14.0035	14_0035	2014/06/10	Puccinia Striiformis f. sp. Tritici	Bueno-Sancho et al., 2017	Bueno-Sancho et al., 2017	Triticum aestivum	Akteur	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1093/gbe/evx241	Akteur	Infected Leaf	Unknown	Yellow Rust	Moselsürsch	Germany	Unknown	Unknown	raw_reads/14_0035/R1.fq.gz	raw_reads/14_0035/R2.fq.gz	Jochen Prochnow
Bueno-Sancho et al., 2017	14.0036	14_0036	2014/06/13	Puccinia Striiformis f. sp. Tritici	Bueno-Sancho et al., 2017	Bueno-Sancho et al., 2017	Triticum aestivum	JB Asano	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1093/gbe/evx241	JB Asano	Infected Leaf	Unknown	Yellow Rust	Etzdorf	Germany	Unknown	Unknown	raw_reads/14_0036/R1.fq.gz	raw_reads/14_0036/R2.fq.gz	Jochen Prochnow
Bueno-Sancho et al., 2017	14.0037	14_0037	2014/06/13	Puccinia Striiformis f. sp. Tritici	Bueno-Sancho et al., 2017	Bueno-Sancho et al., 2017	Triticum aestivum	Kometus	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1093/gbe/evx241	Kometus	Infected Leaf	Unknown	Yellow Rust	Etzdorf	Germany	Unknown	Unknown	raw_reads/14_0037/R1.fq.gz	raw_reads/14_0037/R2.fq.gz	Jochen Prochnow
Bueno-Sancho et al., 2017	14.0039	14_0039	2014/06/16	Puccinia Striiformis f. sp. Tritici	Bueno-Sancho et al., 2017	Bueno-Sancho et al., 2017	Triticum aestivum	Opal	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1093/gbe/evx241	Opal	Infected Leaf	Unknown	Yellow Rust	Hingste	Germany	Unknown	Unknown	raw_reads/14_0039/R1.fq.gz	raw_reads/14_0039/R2.fq.gz	Jochen Prochnow
Bueno-Sancho et al., 2017	14.0040	14_0040	2014/06/16	Puccinia Striiformis f. sp. Tritici	Bueno-Sancho et al., 2017	Bueno-Sancho et al., 2017	Triticum aestivum	Akteur	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1093/gbe/evx241	Akteur	Infected Leaf	Unknown	Yellow Rust	Hingste	Germany	Unknown	Unknown	raw_reads/14_0040/R1.fq.gz	raw_reads/14_0040/R2.fq.gz	Jochen Prochnow
Bueno-Sancho et al., 2017	14.0041	14_0041	2014/06/16	Puccinia Striiformis f. sp. Tritici	Bueno-Sancho et al., 2017	Bueno-Sancho et al., 2017	Triticum aestivum	Contur	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1093/gbe/evx241	Contur	Infected Leaf	Unknown	Yellow Rust	Hingste	Germany	Unknown	Unknown	raw_reads/14_0041/R1.fq.gz	raw_reads/14_0041/R2.fq.gz	Jochen Prochnow
Bueno-Sancho et al., 2017	14.0042	14_0042	2014/06/17	Puccinia Striiformis f. sp. Tritici	Bueno-Sancho et al., 2017	Bueno-Sancho et al., 2017	Triticum aestivum	KWS Loft	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1093/gbe/evx241	KWS Loft	Infected Leaf	Unknown	Yellow Rust	Dunau	Germany	Unknown	Unknown	raw_reads/14_0042/R1.fq.gz	raw_reads/14_0042/R2.fq.gz	Jochen Prochnow
Bueno-Sancho et al., 2017	14.0043	14_0043	2014/06/23	Puccinia Striiformis f. sp. Tritici	Bueno-Sancho et al., 2017	Bueno-Sancho et al., 2017	Triticum aestivum	JB Asano	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1093/gbe/evx241	JB Asano	Infected Leaf	Unknown	Yellow Rust	Grucking	Germany	Unknown	Unknown	raw_reads/14_0043/R1.fq.gz	raw_reads/14_0043/R2.fq.gz	Jochen Prochnow
Bueno-Sancho et al., 2017	14.0044	14_0044	2014/06/23	Puccinia Striiformis f. sp. Tritici	Bueno-Sancho et al., 2017	Bueno-Sancho et al., 2017	Triticum aestivum	Akteur	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1093/gbe/evx241	Akteur	Infected Leaf	Unknown	Yellow Rust	Kirchmatting	Germany	Unknown	Unknown	raw_reads/14_0044/R1.fq.gz	raw_reads/14_0044/R2.fq.gz	Jochen Prochnow
Bueno-Sancho et al., 2017	14.0046	14_0046	2014/06/25	Puccinia Striiformis f. sp. Tritici	Bueno-Sancho et al., 2017	Bueno-Sancho et al., 2017	Triticum aestivum	Hysun	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1093/gbe/evx241	Hysun	Infected Leaf	Unknown	Yellow Rust	La Corbillière	France	Unknown	Unknown	raw_reads/14_0046/R1.fq.gz	raw_reads/14_0046/R2.fq.gz	Hamon
Bueno-Sancho et al., 2017	14.0047	14_0047	2014/06/25	Puccinia Striiformis f. sp. Tritici	Bueno-Sancho et al., 2017	Bueno-Sancho et al., 2017	Triticum aestivum	Karur	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1093/gbe/evx241	Karur	Infected Leaf	Unknown	Yellow Rust	La Corbillière	France	Unknown	Unknown	raw_reads/14_0047/R1.fq.gz	raw_reads/14_0047/R2.fq.gz	Hamon
Bueno-Sancho et al., 2017	14.0059	14_0059	2014/06/19	Puccinia Striiformis f. sp. Tritici	Bueno-Sancho et al., 2017	Bueno-Sancho et al., 2017	Perenial Grass	Unknown	Infected Leaf	Grain Filling	Yellow Rust	https://doi.org/10.1093/gbe/evx241	Unknown	Infected Leaf	Grain Filling	Yellow Rust	Olomouc	Czechia	Unknown	Unknown	raw_reads/14_0059/R1.fq.gz	raw_reads/14_0059/R2.fq.gz	Ruth Bryant
